ID,c__ButtonCta,EAN,c__Ingredients,c__PdpLinkUrl,c__ProductType,UPC,c__aerinExclusive,c__age,c__alternateButtonLabel,c__basecode,c__batteryLife,c__batteryType,c__bootType,c__bottomType,brand,c__collection,c__color,c__colorName,c__condition,c__consoleWarranty,c__crossSells,c__customCSSFile,c__customLabel,c__digitalCameraFeatures,c__digitalCameraPixels,c__digitalCameraType,c__digitalCameraWarranty,c__dimDepth,c__dimHeight,c__dimWeight,c__dimWidth,c__displaySize,c__enableWhiteGloveDelivery,c__expectedShipDate,c__facebookEnabled__default,facebookEnabled__default,c__filterCategory,c__finish,c__finishCode,c__galleryID,c__gameGenre,c__gameRating,c__gameSystemType,c__gender,c__googleFeedProductType,c__googleProductCategory,c__gpsFeatures,c__gpsType,c__gpsWarranty,c__imageAspectRatio,c__instaFavLink,c__inventoryThreshold,c__isCADDwg,c__isCaliforniaProposition,c__isDropship,c__isGiftSet,c__isInstallPdf,c__isLetterSizeVariation,c__isNew,c__isNewtest,c__isOptionVariation,c__isPromoModule,c__isSale,c__isScentVariation,c__isSpecPdf,c__isStyleVariation,c__kidsAge,c__length,c__lensAperture,localizedTaxClassID__default,longDescription__default,manufacturerName,manufacturerSKU,c__material,c__materialTest,c__mediaFormat,c__memorySize,c__memoryType,minOrderQuantity,c__msrp,c__musicStorage,name__default,c__netSuiteItemHazardousValue,c__netSuiteVendorItemNumber,c__newArrivalFilterCategory,c__notKeywordSearch,c__notes,onlineFlag__default,onlineFrom__default,onlineTo__default,c__onlyShipping,c__opticalZoom,c__outerwearType,pageDescription__default,pageKeywords__default,pageTitle__default,pageURL__default,pinterestEnabled__default,c__portableAudioType,c__productAccess,c__productBadge,c__productMaterial,c__productPriceRange,c__productSetHeading,c__productShape,c__productSizeChartId,c__productTileImage,c__productTileMobImage,c__productTileTabImage,c__productType,c__quickViewDescription,c__redirectToCategoryId,c__refinementColor,c__refinementFinish,c__refinementShade,c__resolution,c__retailContactInfo,c__saleFilterCategory,c__sandalType,c__scent,searchPlacement__default,searchRank__default,searchable__default,searchableIfUnavailable__default,c__secondaryHoverImage,c__shade,c__shadeCode,c__sheets,c__shippingAndReturnDetails,c__shoeType,shortDescription__default,siteMapChangeFrequency__default,siteMapIncluded__default,siteMapPriority__default,c__size,c__sizeName,c__skinConcern,c__sortColors,c__stateRestrictions,stepQuantity,storeForcePriceEnabled,storeNonDiscountableEnabled,storeNonInventoryEnabled,storeNonRevenueEnabled,storeReceiptName__default,storeTaxClass,c__styleNumber,c__tabDescription,c__tabDetails,taxClassID,template,c__test,c__topNavDisplayName,c__topType,c__tvSignalFormat,c__tvSize,c__tvType,c__tvWarranty,unit,unitMeasure,unitQuantity,c__variation,c__videoStorage,c__waist,c__width
19120105,,,,,,811858032316,,,,,,,,,,Shagreen,,Dove,New,,,,,,,,,,,,,,,Available Now,,false,,,,,,,,,Tabletop & Bar  >  Shagreen Collection  >  Barware  >  Coaster,2363,,,,,,,,true,,,,,,,,,,,,,,,,,"<ul> 
<li>Embossed shagreen</li>
<li>Brass hardware</li>
<li>Suede covered base</li>
<li>Dimensions: 4.7""l x 4.7""w x 1.5""h</li>
<li>Clean shagreen with a damp cloth</li>
<li>Keep out of direct sunlight to avoid fading</li>
</ul>",,,,,,,,1,250.0,,Shagreen Wine Coaster,false,,,,,true,,,,,,,,,,false,,isPublic,,Resin,,,,,,,,Coaster,,,GRAY,,,,,,,,,,true,,,,,,,,"Protect surfaces with this elegant wine coaster, which has a luxurious shagreen finish edged in brass. Combine with other Shagreen pieces in the AERIN barware collection to create a stylish home bar.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,11,,,
21231010,,,,,,811858037816,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available Now,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,350.0,,T-Strap Leather Sandal,false,,,,,true,,,,,,,,,,false,,isPublic,AerinsLove,,,,,,,,,Sandals,,,WHITE,,,,,,,,,,true,,,,,,,,,,,,55,37.5,,,,1,false,false,false,false,,,,,,PC040100,,,,,,,,,,,,4,,,
24042628110,,,,,,,false,,,,,,,,AERIN,Fontaine,,,,,24042628120;24042628100;24042628090;24032628020,,,,,,,,,,,,,,,false,Wall Light,,,,,,,,,,,,,,,,,,true,,,,,false,,,false,,,,,,,,"<ul>
<li>Height: 14.25""</li>
<li>Width: 5.5""</li>
<li>Extension: 7.25""</li>
<li>Backplate: 5"" Round</li>
<li>Shade Details: 3"" x 5.5"" x 9.5""</li>
<li>Socket: E 12 Candelabra</li>
<li>Wattage: 40 B</li>
</ul>",,,,,,,,1,479.0,,Fontaine Single Sconce,,0,,true,,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,,,,,,,,,,,true,,,,,,,,"A versatile sconce in a classic design, the Fontaine Single Sconce works in any room, from a hallway to a bedroom to a living room. Subtly influenced by mid-century modern design, the conical shade and circular wall plate provide clean lines and a low profile that work well in any interior.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
19130141,,,,,,811858031913,,Adult,,,,,,,,,,Gold,New,,,,,,,,,,,,,,,Available Now,,false,,,,,,,,Female,Fashion  >  Shoes  >  Sandal,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suede,,,,,1,350.0,,T-Strap Leather Sandal,false,gold leather,,,,true,,,,,,,,,,false,,isPublic,Exclusive,Suede,,,,,,,,Sandals,,,GOLD,,,,,,,,,,true,,,,,,,,,,,,59,39.5,,,,1,false,false,false,false,,,,,,PC040100,,,,,,,,,,,0,2,,,
17120003,,,,,,818909017513,,,,,,,,,,Shagreen,,Mist,New,,23084628054;2313214010090;17120005;23094528156,,,,,,,,,,,,,,,false,,,,,,,,,Home Décor  >  Shagreen Collection  >  Trays,6456,,,,,,,,true,,,,,,,,,,,,,,,,,"<ul> 
<li>Embossed shagreen</li> 
<li>Brass hardware</li> 
<li>Suede lining</li> 
<li>Dimensions: 22.7"" x 14.6"" x 2.6""</li> 
<li>Clean shagreen with a damp cloth</li> 
<li>Imported</li> 
</ul>",,,,,,,,1,450.0,,Classic Shagreen Serving Tray,false,,,,,true,,,,,,,,,,false,,isPublic,,Resin,,,,,,,,Tray,,,Light Blue,,,,,,,,,,true,,//i1.adis.ws/i/aerin/23080028040_30_2?h=200&w=200,,,,,,"This serving tray features a delicately embossed shagreen pattern, while its brass handles add a luxurious feel. It is perfect for a casual gathering, an elegant dinner party or organizing personal objects.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,30,,,
18122328,,,,,,811858030800,,,,,,,,,,,,Coral,,,18122328;18122329;18122330;18122331,,,,,,,,,,,,,,,false,,,,,,,,,,Home & Garden > Lighting Accessories > Lamp Shades,,,,,,,,,,,,,,,,,false,,,,,,,,"<ul>
 
<li>Dimensions: 7""w x 7""l x 7 1/4""h</li>
<li>Cotton</li>
<li>Mini Warren Table Lamp sold separately</li>
</ul>",,,,,,,,1,50.0,,Mini Warren Lamp Shade,false,,,,,true,,,,,,,,,,false,,isPrivate,,,,,,,,,,,,,Coral,,,,,,,,,,true,,//i1.adis.ws/i/aerin/18222109_22_2?h=200&w=200,,,,,,"This beautiful cotton shade adds a pop of color to the Mini Warren Table Lamp (sold separately). It casts a soft, subtle light and works well on side tables, in compact spaces, and for children&#146;s rooms.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,22,,,
18222087,,,,,,,,,,,,,,,AERIN x Cabana,,,NO COLOR,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,210.0,,Water Glasses,,,,,,true,,,,,,,,,,false,,,,,,,,,,,,,,,NO COLOR,,,,,,,,,,true,,,,,,,,,,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
18122323,,,,,,756808949965,,,,ARN5350,,,,,,Agnes,,,New,,18122319;18122320;18122321;18122322,,,,,,,,,,"10""",,,In 1 Week,,false,Ceiling Light,Matte Black,F4,,,,,,Lighting  >  Ceiling Lights  >  Pendant,2524,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Overall Height: 50.25""</li>
<li>Fixture Height: 13.5""</li>
<li>Minimum Custom Height: 19""</li>
<li>Width: 10""</li>
<li>Canopy: 4.25"" Round</li>
<li>Socket: E26 Keyless</li>
<li>Wattage: 75 A</li>
</ul>",,ARN 5350MBK,,,,,,1,399.0,,Agnes Small Pendant,false,ARN 5350MBK,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Pendant,,,,Matte Black,,,,,,,,,true,,,NO SHADE,S1,,,,"The small Agnes ceiling light has a minimalist, bell-shaped design and a sleek finish. It is a perfect addition to smaller contemporary spaces. The contrasting interior and exterior is a stylish touch that provides additional character when the pendant is illuminated.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,,,,
17110015,,,,,,887167188976,,,,,,,,,,Fragrance Collection,,NO COLOR,New,,,,,,,,,,,,,,,Available Now,,false,,,,,,,,,Beauty  >  Ikat Jasmine Collection  >  Fragrance  >  Eau De Parfum,479,,,,,,,,,,,,,,,,,,,,,,,,,"<ul> 
<li>Scent: Floral Woody</li>
<li>Notes: Jasmine Sambac, Jasmine Egypt, Tuberose, Honeysuckle, Sandalwood</li>
</ul>",,,,,,,,1,200.0,,Ikat Jasmine 3.4 oz,false,R8KR01,,,Floral/Woody,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Eau de Parfum,,,NO COLOR,,,,,,,Ikat Jasmine,,,true,,//i1.adis.ws/i/aerin/17110015_2?h=200&w=200,,,,,,The impeccable pairing of Jasmine Sambac and Jasmine Egypt Infusion is enhanced with exotic Tuberose Fleur in a fragrance rich with velvety body and soft freshness.  A delicate touch of Honeysuckle invigorates the senses while Tuberose Infusion and Sandalwood add subtle intensity and luminous depth as captivating as the woman who wears it.,,,,96,3.4 oz,,,,1,false,false,false,false,,,,,,PC040202,,,,,,,,,,,0,1,,,
171304,,,,,,,,,,,,,,,,,,,,,31002728009;31002728012;31002728013;31002728022,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Practical and stylish, this mini weekender bag is ideal for an overnight getaway or for times when a roomy handbag is required on a busy day. Expertly made to the highest standards in Florence, Italy, it has shoulder straps or a longer detachable strap can be used for ease of transport. <ul>
<li>Dimensions: 20"" l x 8.6"" w x 14.8"" h </li>
<li>Made in Italy</li>
<li>Suede</li>
<li>Inside Pocket</li>
<li>Comes in a protective dust bag</li>
</ul>",,,,,,,,1,1590.0,,Mini Suede Weekender,,,,,,true,,,,,,,,,,false,,isPrivate,,,,,,,,,,,,,,,,,,,,,,,true,,//i1.adis.ws/i/aerin/171304_20_2?h=200&w=200,,,,,,,,,,,,,,,1,false,false,false,false,,,,,,PC040204,,,,,,,,,,,,,,,
18122293,,,,,,,,,,,,,,,AERIN,Iva,,NO COLOR,,,18122294;18122290;18122295;18122296,,,,,,,,,,,,,,,false,Wall Light,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,"<ul>
<li>Height: 24""</li>
<li>Width: 6.25""</li>
<li>Extension: 5.75""</li>
<li>Backplate: 4.25"" x 16.25"" rectangle</li>
<li>Socket: 3 - E12 Candelabra</li>
<li>Wattage: 3 - 40 T</li>
<li>Note: UL only</li>
</ul>",,,,,,,,1,1159.0,,Iva Large Wrapped Sconce,,,,true,,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,NO COLOR,,,,,,,,,,true,,//i1.adis.ws/i/aerin/18122293_2_2?h=200&w=200,,,,,,"Sculptural form was the inspiration behind the curving Iva sconce. Light plays off the crafted folds, giving this piece a soft appearance. This version is particularly suited to adding illumination to larger spaces.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
18122241,,,,,,756808038294,,,,ARN2027,,,,,,Eaton,,,New,,,,,,,,,,"21""",,"5.5""",,,In 1 Week,,false,Wall Light,Antique Brass,F6,,,,,,Lighting  >  Wall Lights  >  Sconce,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 21""</li>
<li>Width: 5.5""</li>
<li>Extension: 4.5""</li>
<li>Backplate: 5.25"" x 20"" rectangle</li>
<li>Socket: 3 - E12 Candelabra</li>
<li>Wattage: 3 - 40 C</li>
</ul>",,ARN 2027HAB,,,,,,1,1049.0,,Eaton Linear Sconce,false,ARN 2027HAB,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,,Antique Brass,,,,,,,,,true,,,NO SHADE,S1,,,,"This long, classic sconce brings decorative style via prismatic crystals twisted into a rope design. The spiral glasswork has a sparkling quality that adds an elegant touch wherever it is fitted, particularly in a hallway for a welcoming glow.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
22131000,,,,,,810092150848,,,,,,,,,,,,Ecru,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,350.0,,T-Strap Leather Sandal,false,,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,,,,Beige,,,,,,,,,,true,,,,,,,,,,,,52,36,,,,1,false,false,false,false,,,,,,PC040100,,,,,,,,,,,0,20,,,
31002728352,,,,,,,,,,,,,,,,,,NEUTRAL,,,31002728022;31002728361;31002728003;31002728035,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attach this stylish strap to the AERIN Weekender to create the perfect over-shoulder bag for a short getaway. The natural woven strap includes black leather detailing and gold-plated brass clips to fasten it securely. An ideal solution for a heavier bag. <ul>  <li>Made in Italy</li> <li>Gold-Plated Brass Hardware</li> </ul>,,,,,,,,1,245.0,,WOVEN CANVAS WEEKENDER STRAP,,,,,,true,,,,,,,,,,false,,isPrivate,,,,,,,,,,,,,NEUTRAL,,,,,,,,,,true,,,,,,,,,,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,PC040204,,,,,,,,,,,,6,,,
17122164,,,,,,756808030830,,,,ARN2650,,,,,,,,,New,,,,,,,,,,"10""",,"5.5""",,,In 1 Week,,false,Wall Light,Black and Antique Brass,F46,,,,,,Lighting  >  Wall Lights,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 10""</li>
<li>Width: 5.5""</li>
<li>Extension: 29""</li>
<li>Backplate: 4.25"" x 6.5"" rectangle</li>
<li>Shade Details: 3.75"" x 5.5"" x 9""</li>
<li>Socket: E26 On-Off</li>
<li>Wattage: 40 A</li>
<li>Note: UL only</li>
</ul>",,ARN 2650HAB/BLK-L,,,,,,1,519.0,,Keil Swing Arm Wall Light,false,ARN 2650HAB/BLK-L,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Wall Light,,,,Antique Brass and Black,Linen,,,,,,,,true,,,Linen,S2,,,,"Practical and stylish, this Mid-Century-Modern-inspired sconce is easily moved to focus light exactly where it is needed. Ideal behind a reading chair or to add character to a home office.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
17122161,,,,,,756808030960,,,,ARN5122,,,,,,,,,New,,,,,,,,,,"14""",,"15.25""",,,In 1 Week,,false,Ceiling Light,Polished Nickel,F7,,,,,,Lighting  >  Ceiling Lights  >  Chandelier,2249,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Fixture Height: 14""</li>
<li>Width: 15.25""</li>
<li>Canopy: 5"" Round</li>
<li>Socket: 6 - E12 Candelabra</li>
<li>Wattage: 6 - 60 C</li>
</ul>",,ARN 5122PN-CG,,,,,,1,1269.0,,Bellvale Small Chandelier,false,ARN 5122PN-CG,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Chandelier,,,,Polished Nickel,Clear Glass,,,,,,,,true,,,Clear Glass,S3,,,,"Inspired by flowers, this sparkling chandelier has crystal spheres held by curved metal stems to create an organic feel. It is the perfect way to add character to smaller rooms, such as a bedroom, dressing room or dining room.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
18122249,,,,,,756808038379,,,,ARN2066,,,,,,Iva,,,New,,,,,,,,,,"24""",,"6.25""",,,In 1 Week,,false,Wall Light,Bronze,F8,,,,,,Lighting  >  Wall Lights  >  Sconce,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 24""</li>
<li>Width: 6.25""</li>
<li>Extension: 5.75""</li>
<li>Backplate: 4.25"" x 16.25"" rectangle</li>
<li>Socket: 3 - E12 Candelabra</li>
<li>Wattage: 3 - 40 T</li>
<li>Note: UL only</li>
</ul>",,ARN 2066BZ,,,,,,1,1159.0,,Iva Large Wrapped Sconce,false,ARN 2066BZ,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,,Bronze,,,,,,,,,true,,,NO SHADE,S1,,,,"Sculptural form was the inspiration behind the curving Iva sconce. Light plays off the crafted folds, giving this piece a soft appearance. This version is particularly suited to adding illumination to larger spaces.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
16222121,,,,,,756808937511,,,,ARN5426,,,,,,,,,New,,,,,,,,,,"29.75""",,"32""",,,In 1 Week,,false,Ceiling Light,Plaster White,F5,,,,,,Lighting  >  Ceiling Lights  >  Chandelier,2249,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 29.75""</li>
<li>Width: 32""</li>
<li>Canopy: 6.25"" Round</li>
<li>Socket: 4 - E12 Candelabra</li>
<li>Wattage: 4 - 40 B</li>
</ul>",,ARN 5426PW,,,,,,1,1379.0,,Benit Medium Sculpted Chandelier,false,ARN 5426PW,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Chandelier,,,,Plaster White,,,,,,,,,true,,,NO SHADE,S1,,,,"Bring the feel of coastal living to your home with the Benit Pendant. Inspired by the surface of a shell, its stylized form has a beautiful organic appeal. A subtle piece that is perfect for a contemporary interior.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
17222149,,,,,,756808034050,,,,ARN5402,,,,,,Cristol,,,New,,,,,,,,,,,,"33.25""",,,In 1 Week,,false,Ceiling Light,Antique Brass,F6,,,,,,Lighting  >  Ceiling Lights  >  Chandelier,2249,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Overall Height: 62""</li>
<li>Fixture Height: 33""</li>
<li>Min. Custom Height: 53""</li>
<li>Width: 33.25""</li>
<li>Canopy: 6"" round</li>
<li>Socket: 17 - E12 Candelabra</li>
<li>Wattage: 17 - 25 B</li>
<li>Note: UL only</li>
</ul>",,ARN 5402HAB-WG,,,,,,1,3159.0,,Cristol Large Tiered Chandelier,false,ARN 5402HAB-WG,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Chandelier,,,,Antique Brass,White Glass,,,,,,,,true,,,White Glass,S11,,,,"This chandelier brings both illumination and impact to a large space with 17 tiered globes. Its design puts a contemporary spin on a traditional style, while the white glass used for the globes provides a beautiful glow. ",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
18222172,,,,,,,,,,,,,,,AERIN,Ezra,,NO COLOR,,,18222171;18222174;18222166;18222168,,,,,,,,,,,,,,,false,Wall Light,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,"<ul>
<li>Height: 24""</li>
<li>Width: 4.75""</li>
<li>Extension: 3.25""</li>
<li>Backplate: 3.5"" x 23.75"" Oval</li>
<li>Socket: Dedicated LED</li>
<li>Wattage: 16w (1400lm)</li>
<li>Note: Requires smaller outlet box</li>
</ul>",,,,,,,,1,819.0,,Ezra Large Bath Sconce,,ARN2401,,true,,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,NO COLOR,,,,,,,,,,true,,//i1.adis.ws/i/aerin/18222172_5_2?h=200&w=200,,,,,,"This elongated sconce brings a stylish look to a narrow space in a bathroom. Set in a minimal metal frame, its white glass provides a soft glow. Inspired by Art Deco lighting, it represents classic design at its best.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
23024628060,,,,,,818909015250,,,,,,,,,,Shagreen,,Chocolate,New,,,,,,,,,,,,,,,,,false,,,,,,,,,Home Décor  >  Shagreen Collection  >  Frames,597,,,,,,,,true,,,,,,,,,,,,,,,,,"<ul> 
<li>Embossed shagreen</li> 
<li>Brass hardware</li> 
<li>Suede lining</li> 
<li>Frame dimensions: 11.5"" x 9.5"" x 1.3""</li> 
<li>Holds photo size: 8"" x 10""</li> 
<li>Keep out of direct sunlight to avoid fading</li> 
</ul>",,,,,,,,1,375.0,,Classic Shagreen 8x10 Frame,false,0,,,,true,,,,,,,,,,false,,isPublic,,Resin,,,,,,,,Frame,,,BROWN,,,,,,,,,,true,,//i1.adis.ws/i/aerin/23020028020_5_2?h=200&w=200,,,,,,This modern yet classic frame juxtaposes the luxury and texture of embossed shagreen trimmed in polished brass. The versatile color elegantly displays a favorite family photo or a small piece of art.,,,,24,8x10,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,5,,,
23084628053,,,,,,818909015182,false,,,,,,,,,Shagreen,,Dove,New,,23084628063;23084528125;23024528123;23024628061,,,,,,,,,,,,,,,false,,,,,,,,,Home Décor  >  Shagreen Collection  >  Trays,6456,,,,,,,,true,,,,,,false,,,false,,,,,,,,"<ul> 
<li>Embossed shagreen</li> 
<li>Brass hardware</li> 
<li>Suede lining</li> 
<li>Dimensions: 22.7"" x 14.6"" x 2.6""</li> 
<li>Clean shagreen with a damp cloth</li> 
<li>Imported</li> 
</ul>",,,,,,,,1,450.0,,Classic Shagreen Serving Tray,false,0,,,,true,,,,,,,,,,false,,isPublic,,Resin,,,,,,,,Tray,,,GRAY,,,,,,,,,,true,,//i1.adis.ws/i/aerin/23080028040_11_2?h=200&w=200,,,,,,"This serving tray features a delicately embossed shagreen pattern, while its brass handles add a luxurious feel. It is perfect for a casual gathering, an elegant dinner party or organizing personal objects.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,11,,,
19110001,,,,,,887167408142,,,,,,,,,,Fragrance Collection,,1.7 oz,,,,,,,,,,,,,,,,Available Now,,false,,,,,,,,,Beauty > Aegea Blossom Collection > Fragrance > Eau de Parfum,479,,,,,,,,,,,,,,,,,,,,,,,,,"<ul>
<li>Scent: Luminous White Floral</li> 
<li>Notes: Bergamot, Verbena, Jasmine Orange Flower, Neroli, Musk Vetiver, Sandalwood</li> 
</ul>",,,,,,,,1,145.0,,Aegea Blossom 1.7 oz,false,P5W901,,,White Floral,true,,,ground,,,"For a light floral fragrance, choose AERIN Aegea Blossom Eau De Parfum Spray in an elegant 1.7-ounce bottle. Floral, musk and sandalwood notes.",,Aegea Blossom - Eau De Parfum Spray - 1.7 oz.,,false,,isPublic,,,,,,,,,,Eau de Parfum,,,NO COLOR,,,,,,,Aegea Blossom,,,true,,//i1.adis.ws/i/aerin/19110005_2_2?h=200&w=200,,,,,,A voyage around the Greek islands served as inspiration for this vibrant floral fragrance.  Aegea Blossom is a journey for the senses capturing the blue sea cool breezes and pure light of Greece.,,,,103,1.7 oz,,,,1,false,false,false,false,,,,,,PC040202,,,,,,,,,,,0,1,,,
18222089,,,,,,,,,,,,,,,AERIN x Cabana,,,NO COLOR,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,140.0,,Bedside Tumbler,,,,,,true,,,,,,,,,,false,,,,,,,,,,,,,,,NO COLOR,,,,,,,,,,true,,,,,,,,,,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
18222088,,,,,,,,,,,,,,,AERIN x Cabana,,,NO COLOR,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,480.0,,Bedside Carafe,,,,,,true,,,,,,,,,,false,,,,,,,,,,,,,,,NO COLOR,,,,,,,,,,true,,,,,,,,,,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
19110002,,,,,,887167408289,,,,,,,,,,Fragrance Collection,,3.4 oz,,,,,,,,,,,,,,,,,,false,,,,,,,,,Beauty > Aegea Blossom Collection > Fragrance > Eau de Parfum,479,,,,,,,,,,,,,,,,,,,,,,,,,"<ul>
<li>Scent: Luminous White Floral</li>
<li>Notes: Bergamot, Verbena, Jasmine Orange Flower, Neroli, Musk, Vetiver, Sandalwood</li> 
</ul>",,,,,,,,1,200.0,,Aegea Blossom 3.4 oz,false,P5WT01,,,White Floral,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Eau de Parfum,,,NO COLOR,,,,,,,Aegea Blossom,,,true,,,,,,,,A voyage around the Greek islands served as inspiration for this vibrant floral fragrance.  Aegea Blossom is a journey for the senses capturing the blue sea cool breezes and pure light of Greece.,,,,96,3.4 oz,,,,1,false,false,false,false,,,,,,PC040202,,,,,,,,,,,0,1,,,
18122250,,,,,,756808038386,,,,ARN2066,,,,,,Iva,,,New,,,,,,,,,,"24""",,"6.25""",,,In 1 Week,,false,Wall Light,Antique Brass,F6,,,,,,Lighting  >  Wall Lights  >  Sconce,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 24""</li>
<li>Width: 6.25""</li>
<li>Extension: 5.75""</li>
<li>Backplate: 4.25"" x 16.25"" rectangle</li>
<li>Socket: 3 - E12 Candelabra</li>
<li>Wattage: 3 - 40 T</li>
<li>Note: UL only</li>
</ul>",,ARN 2066HAB,,,,,,1,1159.0,,Iva Large Wrapped Sconce,false,ARN 2066HAB,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,,Antique Brass,,,,,,,,,true,,,NO SHADE,S1,,,,"Sculptural form was the inspiration behind the curving Iva sconce. Light plays off the crafted folds, giving this piece a soft appearance. This version is particularly suited to adding illumination to larger spaces.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
17210009,,,,,,,,,,,,,,,AERIN,Premier Collection,,NO COLOR,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<ul>
<li>Scent: Floral Tuberose Amber</li>
<li>Notes: Tuberose Absolute Essence, Tuberose Dusk Accord, Mandarin, Bergamot, Vetiver, Oakmoss</li>
</ul>",,,,,,,,1,240.0,,Tuberose Le Soir,,,,,Tuberose/Amber,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Parfum,,,NO COLOR,,,,,,,Tuberose,,,true,,//i1.adis.ws/i/aerin/17210009_2_2?h=200&w=200,,,,,,"This fragrance is inspired by the rich, sensual scent of Tuberose in full bloom, harvested in India as the sun sets, and is perfect for an evening out. Sparkling Mandarin, Bergamot, Ylang Ylang, smooth Sandalwood, and Vanilla provide a luxurious, elegant warmth. Tuberose Le Soir comes in a creamy, rich rose bottle.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,PC040202,,,,,,,,,,,0,,,,
